City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
80,Vaini,TO,2022-05-05 00:55:30,-21.2,-175.2,76.82,75,27,10.33
81,Necochea,AR,2022-05-05 00:55:31,-38.5473,-58.7368,55.6,68,65,11.88
82,Victoria,HK,2022-05-05 00:51:40,22.2855,114.1577,78.96,75,100,11.01
83,Kalmar,SE,2022-05-05 00:55:31,56.6616,16.3616,36.97,100,100,3.44
84,Guararapes,BR,2022-05-05 00:55:32,-21.2608,-50.6428,55.99,81,0,7.18
85,Port Alfred,ZA,2022-05-05 00:55:32,-33.5906,26.891,64.51,84,100,4.05
86,Jinxi,CN,2022-05-05 00:55:33,30.4323,116.2922,74.55,51,0,3.36
87,Hithadhoo,MV,2022-05-05 00:55:33,-0.6,73.0833,83.26,75,100,22.7
88,Vryheid,ZA,2022-05-05 00:55:34,-27.7695,30.7917,50.02,94,0,3.04
89,Alofi,NU,2022-05-05 00:56:34,-19.0595,-169.9187,84.09,65,75,5.75
90,Chandler,US,2022-05-05 00:56:35,33.3062,-111.8412,91.92,8,0,11.5
91,Gobabis,NA,2022-05-05 00:56:35,-22.45,18.9667,54.43,44,0,9.44
92,Mahebourg,MU,2022-05-05 00:56:36,-20.4081,57.7,77.29,88,40,14.97
93,Lebu,CL,2022-05-05 00:56:36,-37.6167,-73.65,54.1,96,41,10.2
94,Fukue,JP,2022-05-05 00:56:37,32.6881,128.8419,70.16,73,20,5.75
95,Tessalit,ML,2022-05-05 00:56:37,20.1986,1.0114,83.35,19,92,7.11
96,Ronne,DK,2022-05-05 00:56:38,55.1009,14.7066,40.91,81,75,1.14
97,Flin Flon,CA,2022-05-05 00:54:45,54.7682,-101.865,33.55,98,100,6.6
98,Cape Town,ZA,2022-05-05 00:55:57,-33.9258,18.4232,59.11,90,75,1.14
99,Praia,CV,2022-05-05 00:56:38,14.9215,-23.5087,70.34,83,0,14.97
100,Saint Anthony,US,2022-05-05 00:56:39,45.0205,-93.218,61.75,44,100,1.99
101,Iqaluit,CA,2022-05-05 00:56:39,63.7506,-68.5145,10.13,79,20,23.02
102,Hot Springs,US,2022-05-05 00:56:40,34.5037,-93.0552,74.71,74,100,11.01
103,Atambua,ID,2022-05-05 00:56:40,-9.1061,124.8925,82.31,64,100,2.71
104,Constitucion,CL,2022-05-05 00:56:41,-35.3333,-72.4167,56.16,78,95,2.66
105,Hofn,IS,2022-05-05 00:56:41,64.2539,-15.2082,40.75,73,100,4.07
106,Bengkulu,ID,2022-05-05 00:56:42,-3.8004,102.2655,77.61,84,82,3.76
107,Riyadh,SA,2022-05-05 00:54:56,24.6877,46.7219,82.54,15,0,5.1
108,Sao Sebastiao,BR,2022-05-05 00:56:43,-23.76,-45.4097,69.26,73,44,8.86
109,Cabo San Lucas,MX,2022-05-05 00:56:44,22.8909,-109.9124,80.62,59,7,5.99
110,Bredasdorp,ZA,2022-05-05 00:56:46,-34.5322,20.0403,58.44,92,100,3.69
111,Cidreira,BR,2022-05-05 00:56:46,-30.1811,-50.2056,65.64,79,100,13.44
112,Beni,CD,2022-05-05 00:56:47,0.5,29.4667,61.09,100,100,1.14
113,Labuhan,ID,2022-05-05 00:56:47,-6.8844,112.2051,81.12,79,100,7.11
114,Sistranda,NO,2022-05-05 00:52:26,63.7256,8.834,44.56,80,100,8.7
115,Lucea,JM,2022-05-05 00:56:48,18.451,-78.1736,82.26,82,1,10.36
116,Ponta Delgada,PT,2022-05-05 00:53:55,37.7333,-25.6667,63.32,77,75,10.36
117,Ponta Do Sol,PT,2022-05-05 00:56:49,32.6667,-17.1,64.0,66,30,5.93
118,Isangel,VU,2022-05-05 00:56:49,-19.55,169.2667,82.51,78,20,6.91
119,Bambous Virieux,MU,2022-05-05 00:55:09,-20.3428,57.7575,77.25,88,40,14.97
120,Praia Da Vitoria,PT,2022-05-05 00:56:50,38.7333,-27.0667,62.76,94,20,11.14
121,Arman,RU,2022-05-05 00:56:50,59.7,150.1667,37.85,75,7,6.17
122,Kavieng,PG,2022-05-05 00:55:30,-2.5744,150.7967,84.9,73,98,13.31
123,Liwale,TZ,2022-05-05 00:56:51,-9.7667,37.9333,65.05,88,100,4.74
124,Kruisfontein,ZA,2022-05-05 00:54:12,-34.0033,24.7314,57.88,90,79,5.28
125,Tilichiki,RU,2022-05-05 00:56:51,60.4667,166.1,31.5,87,81,8.97
126,Batagay-Alyta,RU,2022-05-05 00:56:52,67.8006,130.4114,19.0,80,100,0.94
127,Marrakesh,MA,2022-05-05 00:54:57,31.6315,-8.0083,62.67,67,0,9.22
128,Vauvert,FR,2022-05-05 00:56:52,43.7,4.2833,60.39,77,0,6.91
129,Nanortalik,GL,2022-05-05 00:56:53,60.1432,-45.2371,31.71,83,100,4.52
130,Dunedin,NZ,2022-05-05 00:56:53,-45.8742,170.5036,59.81,70,11,5.01
131,Basco,PH,2022-05-05 00:56:54,20.4487,121.9702,82.4,79,100,14.52
132,Santa Marta,CO,2022-05-05 00:56:54,11.2408,-74.199,87.85,69,75,11.99
133,Leningradskiy,RU,2022-05-05 00:56:55,69.3833,178.4167,22.39,87,77,11.43
134,Waipawa,NZ,2022-05-05 00:56:55,-41.4122,175.5153,63.46,60,0,5.37
135,Aksarka,RU,2022-05-05 00:56:56,66.5606,67.7975,20.25,81,3,14.05
136,Sitka,US,2022-05-05 00:56:22,57.0531,-135.33,46.29,71,100,12.66
137,Georgetown,MY,2022-05-05 00:56:56,5.4112,100.3354,82.33,93,20,3.44
138,Castro,BR,2022-05-05 00:57:57,-24.7911,-50.0119,49.19,95,0,5.64
139,Flinders,AU,2022-05-05 00:57:57,-34.5833,150.8552,68.18,79,22,4.0
140,Tucupita,VE,2022-05-05 00:57:58,9.0622,-62.051,73.9,95,50,3.36
141,Varna,BG,2022-05-05 00:57:58,43.2167,27.9167,53.44,85,83,3.44
142,Vestmannaeyjar,IS,2022-05-05 00:57:59,63.4427,-20.2734,39.31,61,100,3.02
143,Alugan,PH,2022-05-05 00:57:59,12.2188,125.4808,82.15,81,89,9.91
144,Mildura,AU,2022-05-05 00:54:01,-34.2,142.15,51.76,71,75,5.75
145,Bykov,RU,2022-05-05 00:58:00,47.3167,142.55,38.19,60,39,6.26
146,Sapa,PH,2022-05-05 00:58:00,5.1544,120.3241,82.89,77,99,4.47
147,Ostrovnoy,RU,2022-05-05 00:58:01,68.0531,39.5131,18.3,87,76,15.48
148,Saint-Augustin,CA,2022-05-05 00:58:01,51.226,-58.6502,36.54,89,100,12.64
149,Norman Wells,CA,2022-05-05 00:58:02,65.282,-126.8329,37.44,87,100,12.66
150,Itarema,BR,2022-05-05 00:58:02,-2.9248,-39.9167,76.91,88,100,9.31
151,Leh,IN,2022-05-05 00:53:15,34.1667,77.5833,43.27,64,99,4.34
152,Buraydah,SA,2022-05-05 00:58:03,26.326,43.975,90.05,16,88,9.71
153,Tanabe,JP,2022-05-05 00:58:03,33.7333,135.3667,67.21,59,75,3.44
154,Zyryanka,RU,2022-05-05 00:53:58,65.75,150.85,34.95,86,100,9.13
155,Iranshahr,IR,2022-05-05 00:58:04,27.2025,60.6848,82.74,23,0,0.0
156,Geraldton,AU,2022-05-05 00:58:05,-28.7667,114.6,63.01,48,0,25.32
157,Deputatskiy,RU,2022-05-05 00:58:05,69.3,139.9,22.55,90,99,3.62
158,Lorengau,PG,2022-05-05 00:58:05,-2.0226,147.2712,84.29,78,96,6.8
159,Kununurra,AU,2022-05-05 00:58:06,-15.7667,128.7333,87.78,37,8,13.8
160,Bathsheba,BB,2022-05-05 00:58:06,13.2167,-59.5167,79.41,83,75,13.8
161,Baykit,RU,2022-05-05 00:56:54,61.67,96.37,36.95,74,84,5.82
162,Te Anau,NZ,2022-05-05 00:58:07,-45.4167,167.7167,60.33,75,65,4.34
163,Naze,JP,2022-05-05 00:58:08,28.3667,129.4833,67.12,87,100,12.03
164,Dingle,PH,2022-05-05 00:58:08,10.9995,122.6711,85.82,67,100,12.19
165,Anupgarh,IN,2022-05-05 00:58:08,29.1911,73.2086,84.34,38,0,5.84
166,Novokayakent,RU,2022-05-05 00:58:09,42.3937,47.9861,53.62,76,13,5.21
167,Carnarvon,AU,2022-05-05 00:58:09,-24.8667,113.6333,73.47,38,40,17.27
168,Breyten,ZA,2022-05-05 00:58:10,-26.3018,29.987,44.47,88,0,1.3
169,Bandarbeyla,SO,2022-05-05 00:58:10,9.4942,50.8122,81.36,89,62,3.62
170,Letpadan,MM,2022-05-05 00:58:11,17.7833,95.75,84.7,63,18,2.64
171,Kaitangata,NZ,2022-05-05 00:58:11,-46.2817,169.8464,62.98,56,11,2.15
172,Klaksvik,FO,2022-05-05 00:55:17,62.2266,-6.589,43.72,72,55,16.31
173,San Cristobal,VE,2022-05-05 00:58:12,7.7669,-72.225,77.18,80,100,1.99
174,San Carlos De Bariloche,AR,2022-05-05 00:54:59,-41.1456,-71.3082,49.75,76,40,11.5
175,Havre-Saint-Pierre,CA,2022-05-05 00:55:33,50.2334,-63.5986,37.76,100,100,8.05
176,Kayes,ML,2022-05-05 00:58:13,14.0,-11.0,91.24,21,7,2.57
177,Makubetsu,JP,2022-05-05 00:58:13,45.3714,141.8211,42.51,75,20,11.5
178,Ocala,US,2022-05-05 00:58:14,29.1872,-82.1401,80.96,74,0,3.44
179,Kahului,US,2022-05-05 00:58:14,20.8947,-156.47,78.96,85,35,10.0
180,Narsaq,GL,2022-05-05 00:58:15,60.9167,-46.05,30.87,57,100,5.73
181,Chicama,PE,2022-05-05 00:58:15,-7.8447,-79.1469,61.34,80,43,6.33
182,Khatanga,RU,2022-05-05 00:59:16,71.9667,102.5,16.54,92,58,7.45
183,Capaccio,IT,2022-05-05 00:59:17,40.4244,15.0809,53.74,82,14,3.98
184,Yenagoa,NG,2022-05-05 00:59:17,4.9247,6.2642,75.29,92,100,1.92
185,Chuy,UY,2022-05-05 00:59:18,-33.6971,-53.4616,56.25,82,0,4.03
186,Shambu,ET,2022-05-05 00:59:18,9.5667,37.1,54.05,60,16,4.34
187,Dikson,RU,2022-05-05 00:59:19,73.5069,80.5464,23.65,94,100,19.37
188,Cabedelo,BR,2022-05-05 00:59:19,-6.9811,-34.8339,79.47,86,39,11.68
189,Formosa,AR,2022-05-05 00:59:19,-26.1775,-58.1781,64.38,82,100,11.5
190,Ancud,CL,2022-05-05 00:59:20,-41.8697,-73.8203,53.85,98,100,6.11
191,Namatanai,PG,2022-05-05 00:59:20,-3.6667,152.4333,84.52,71,86,9.37
192,Upernavik,GL,2022-05-05 00:59:21,72.7868,-56.1549,3.9,95,7,6.46
193,Oussouye,SN,2022-05-05 00:59:21,12.485,-16.5469,71.78,70,5,8.88
194,Port Macquarie,AU,2022-05-05 00:59:22,-31.4333,152.9167,68.31,74,97,8.86
195,Udachnyy,RU,2022-05-05 00:59:22,66.4167,112.4,28.45,53,100,14.43
196,Quatre Cocos,MU,2022-05-05 00:59:23,-20.2078,57.7625,77.11,82,42,19.28
197,Lima,PE,2022-05-05 00:58:40,-12.0432,-77.0282,68.9,74,75,10.36
198,Kristiansund,NO,2022-05-05 00:59:23,63.1115,7.732,47.05,71,100,2.3
199,Ushtobe,KZ,2022-05-05 00:59:24,45.2514,77.9838,65.79,75,100,14.03
200,Cascavel,BR,2022-05-05 00:59:24,-24.9558,-53.4553,53.56,98,100,5.57
201,Araouane,ML,2022-05-05 00:59:25,18.9048,-3.5265,84.63,24,12,5.64
202,Maple Creek,CA,2022-05-05 00:59:25,49.9168,-109.4848,73.45,23,74,13.8
203,Atar,MR,2022-05-05 00:59:26,20.5169,-13.0499,80.94,20,5,9.78
204,Los Llanos De Aridane,ES,2022-05-05 00:59:26,28.6585,-17.9182,62.35,77,75,12.66
205,Bristol,US,2022-05-05 00:55:00,41.8334,-71.1662,55.98,84,100,4.0
206,Bougouni,ML,2022-05-05 00:59:27,11.417,-7.479,85.21,52,94,7.81
207,North Bend,US,2022-05-05 00:59:27,43.4065,-124.2243,65.25,89,100,5.53
208,Sechura,PE,2022-05-05 00:59:28,-5.5569,-80.8222,69.8,73,55,16.98
209,General Salgado,BR,2022-05-05 00:59:28,-20.6483,-50.3606,56.34,64,0,7.0
210,Casper,US,2022-05-05 00:59:29,42.8666,-106.3131,45.72,85,100,3.0
211,Puerto Del Rosario,ES,2022-05-05 00:59:29,28.5004,-13.8627,65.95,59,100,13.8
212,Coihaique,CL,2022-05-05 00:59:30,-45.5752,-72.0662,46.35,71,40,4.61
213,Krasnoselkup,RU,2022-05-05 00:59:30,65.7,82.4667,37.02,89,100,23.76
214,Bilibino,RU,2022-05-05 00:59:30,68.0546,166.4372,31.87,97,100,3.09
215,Alyangula,AU,2022-05-05 00:59:31,-13.8483,136.4192,85.87,74,40,4.61
216,Christchurch,NZ,2022-05-05 00:57:17,-43.5333,172.6333,70.41,75,20,5.75
217,Korla,CN,2022-05-05 00:59:32,41.7597,86.1469,76.66,25,100,10.67
218,Kodiak,US,2022-05-05 00:59:32,57.79,-152.4072,44.11,81,100,5.75
219,Antsohihy,MG,2022-05-05 00:59:33,-14.8796,47.9875,74.84,65,12,9.73
220,Pangody,RU,2022-05-05 00:59:33,65.85,74.4859,33.33,98,100,11.86
221,Ulagan,RU,2022-05-05 00:59:33,50.6321,87.9563,44.42,58,100,1.28
222,Sioux Lookout,CA,2022-05-05 00:59:34,50.1001,-91.917,55.47,33,20,3.44
223,Longyearbyen,SJ,2022-05-05 00:59:35,78.2186,15.6401,19.24,68,20,5.75
224,Hokitika,NZ,2022-05-05 00:59:35,-42.7167,170.9667,62.04,76,65,1.36
225,Cherskiy,RU,2022-05-05 00:59:36,68.75,161.3,32.94,100,100,4.18
226,Severodvinsk,RU,2022-05-05 00:59:36,64.5635,39.8302,28.51,79,99,12.08
227,Dhadar,IN,2022-05-05 01:00:37,28.3305,75.0632,81.28,34,0,8.03
228,Tshikapa,CD,2022-05-05 01:00:37,-6.4167,20.8,71.56,79,85,2.89
229,Vavozh,RU,2022-05-05 01:00:38,56.7751,51.931,39.78,91,100,4.03
230,Severo-Kurilsk,RU,2022-05-05 01:00:38,50.6789,156.125,35.6,89,80,7.54
231,Pacific Grove,US,2022-05-05 01:00:39,36.6177,-121.9166,74.25,85,53,5.99
232,Jasper,US,2022-05-05 01:00:16,37.2001,-94.3502,56.01,95,100,8.01
233,Winchester,GB,2022-05-05 01:00:39,51.0651,-1.3187,51.42,84,12,1.01
234,Caravelas,BR,2022-05-05 01:00:40,-17.7125,-39.2481,78.39,84,0,10.45
235,Pisco,PE,2022-05-05 01:00:40,-13.7,-76.2167,64.02,90,4,0.81
236,Harper,LR,2022-05-05 01:00:41,4.375,-7.7169,80.8,83,51,4.59
237,Esperance,AU,2022-05-05 01:00:41,-33.8667,121.9,59.49,65,91,11.23
238,Funadhoo,MV,2022-05-05 01:00:42,6.15,73.2667,84.74,73,100,15.57
239,Sorland,NO,2022-05-05 01:00:42,67.667,12.6934,35.1,99,100,25.3
240,Hobyo,SO,2022-05-05 00:56:50,5.3505,48.5268,83.37,70,80,14.63
241,Teguise,ES,2022-05-05 01:00:43,29.0605,-13.564,61.02,72,40,14.97
242,Hirara,JP,2022-05-05 01:00:44,24.8,125.2833,74.35,94,100,17.13
243,Broome,US,2022-05-05 01:00:44,42.2506,-75.833,55.85,91,100,1.99
244,Pozhva,RU,2022-05-05 01:00:45,59.0912,56.0847,36.34,93,100,3.09
245,Vysokogornyy,RU,2022-05-05 01:00:46,50.1167,139.15,45.5,66,100,5.68
246,Kemijarvi,FI,2022-05-05 01:00:46,66.7131,27.4306,22.95,94,20,2.44
247,Khorixas,NA,2022-05-05 01:00:47,-20.3667,14.9667,64.98,28,0,8.88
248,Airai,TL,2022-05-05 01:00:48,-8.9266,125.4092,72.54,59,100,3.4
249,Gondanglegi,ID,2022-05-05 01:00:48,-7.7479,112.0132,80.26,84,100,7.74
250,Clarence Town,AU,2022-05-05 01:00:49,-32.5833,151.7833,66.11,62,24,7.14
251,Minab,IR,2022-05-05 01:00:50,27.1467,57.0801,79.02,57,0,2.73
252,Thompson,CA,2022-05-05 01:00:50,55.7435,-97.8558,32.59,96,100,7.52
253,Yulara,AU,2022-05-05 00:58:14,-25.2406,130.9889,57.04,54,0,19.57
254,Provideniya,RU,2022-05-05 01:00:51,64.3833,-173.3,30.36,74,40,7.0
255,Kamaishi,JP,2022-05-05 01:00:52,39.2667,141.8833,60.55,55,9,6.78
256,Honningsvag,NO,2022-05-05 01:00:54,70.9821,25.9704,22.75,68,95,4.61
257,Portland,US,2022-05-05 00:59:16,45.5234,-122.6762,72.55,51,92,5.01
258,Boffa,GN,2022-05-05 01:00:55,10.1667,-14.0333,79.5,76,52,0.98
259,Reyes,BO,2022-05-05 01:00:56,-14.3167,-67.3833,62.11,80,3,1.45
260,Namibe,AO,2022-05-05 01:00:57,-15.1961,12.1522,78.22,62,1,2.98
261,Mecca,SA,2022-05-05 01:00:53,21.4267,39.8261,82.53,39,0,3.09
262,Saint-Philippe,RE,2022-05-05 01:00:57,-21.3585,55.7679,76.59,87,40,13.8
263,Arraial Do Cabo,BR,2022-05-05 01:00:58,-22.9661,-42.0278,75.99,87,82,6.89
264,Touros,BR,2022-05-05 01:00:58,-5.1989,-35.4608,76.39,92,100,10.96
265,Sur,OM,2022-05-05 01:00:59,22.5667,59.5289,80.73,53,0,3.09
266,Kosikha,RU,2022-05-05 01:01:00,53.3617,84.5822,42.49,43,100,10.0
267,Platanos,GR,2022-05-05 01:01:00,37.6667,21.6167,59.09,86,0,3.85
268,Bambanglipuro,ID,2022-05-05 01:01:01,-7.95,110.2833,80.37,80,92,2.44
269,Tomatlan,MX,2022-05-05 01:01:01,19.9333,-105.25,78.48,61,91,5.97
270,Thinadhoo,MV,2022-05-05 01:01:02,0.5333,72.9333,82.17,81,100,23.13
271,Diplo,PK,2022-05-05 01:01:02,24.4667,69.584,76.51,89,0,8.77
272,Inverell,AU,2022-05-05 01:01:03,-29.7833,151.1167,65.66,97,100,3.0
273,Ruidoso,US,2022-05-05 00:59:12,33.3317,-105.673,70.05,10,0,12.66
274,Terney,RU,2022-05-05 01:01:03,45.0503,136.6092,45.81,72,32,5.26
275,Ofunato,JP,2022-05-05 01:01:04,39.0717,141.7167,61.92,53,0,4.52
276,Galle,LK,2022-05-05 01:02:05,6.0367,80.217,80.8,84,100,12.28
277,San Quintin,MX,2022-05-05 01:02:05,30.4833,-115.95,63.09,72,0,9.71
278,Chengde,CN,2022-05-05 01:02:06,40.9725,117.9361,72.75,26,100,6.64
279,Dordrecht,NL,2022-05-05 01:02:07,51.81,4.6736,52.99,79,100,2.42
280,Pictou,CA,2022-05-05 01:02:07,45.6834,-62.7153,46.44,94,100,9.98
281,Barra,BR,2022-05-05 01:02:08,-11.0894,-43.1417,80.28,61,67,8.46
282,Gulu,UG,2022-05-05 01:02:09,2.7746,32.299,63.7,98,73,4.29
283,Marawi,PH,2022-05-05 01:02:09,7.9986,124.2928,79.07,71,100,1.77
284,Manzanillo,CU,2022-05-05 01:02:10,20.3433,-77.1167,76.69,81,6,5.86
285,Staraya Poltavka,RU,2022-05-05 01:02:11,50.4772,46.4814,50.07,61,95,8.23
286,Ondjiva,AO,2022-05-05 01:02:11,-17.0667,15.7333,58.37,51,0,7.02
287,Auch,FR,2022-05-05 01:02:12,43.65,0.5833,56.25,88,81,3.0
288,Verkhnevilyuysk,RU,2022-05-05 01:02:13,63.4453,120.3167,33.03,92,100,4.41
289,Townsville,AU,2022-05-05 01:00:00,-19.25,146.8,81.48,65,75,5.75
290,Kargasok,RU,2022-05-05 01:02:14,59.0556,80.8572,42.01,59,100,9.4
291,Mount Pleasant,US,2022-05-05 00:58:40,32.7941,-79.8626,77.0,81,0,5.75
292,Henties Bay,NA,2022-05-05 01:02:14,-22.116,14.2845,72.36,43,0,7.14
293,Medicine Hat,CA,2022-05-05 01:02:15,50.0501,-110.6683,70.21,33,22,8.99
294,Visnes,NO,2022-05-05 01:02:16,59.3556,5.2242,48.22,93,100,14.97
295,Bitung,ID,2022-05-05 01:02:17,1.4451,125.1824,88.65,71,44,2.68
