City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Khandbari,NP,27.3747,87.2039,69.1,82,16,2.17,few clouds
347,Abalak,RU,58.1286,68.5944,51.98,84,93,7.49,overcast clouds
348,Westport,US,41.1415,-73.3579,79.63,56,0,5.99,clear sky
349,Alofi,NU,-19.0595,-169.9187,79.38,80,21,12.77,few clouds
350,Padang,ID,-0.9492,100.3543,78.19,90,100,7.85,overcast clouds
351,Leningradskiy,RU,69.3833,178.4167,27.0,90,100,2.3,overcast clouds
352,Gobabis,NA,-22.45,18.9667,66.29,21,100,8.68,overcast clouds
353,Honavar,IN,14.2833,74.45,77.95,85,100,1.36,heavy intensity rain
354,Lata,PT,40.1629,-8.3327,57.97,76,100,3.51,overcast clouds
355,Tezu,IN,27.9167,96.1667,71.51,91,99,3.18,moderate rain
356,Takahagi,JP,36.7167,140.7167,54.09,93,100,2.39,overcast clouds
357,Saldanha,ZA,-33.0117,17.9442,57.63,77,0,6.02,clear sky
358,Mount Gambier,AU,-37.8333,140.7667,51.71,100,100,0.0,mist
359,Krasnyy Chikoy,RU,50.3643,108.7512,27.81,68,81,4.03,snow
360,Pionki,PL,51.476,21.4499,65.05,41,66,8.3,broken clouds
361,Voh,NC,-20.9667,164.7,71.33,78,100,4.45,overcast clouds
362,Kiama,AU,-34.6833,150.8667,62.58,94,100,1.99,light rain
363,Teya,RU,60.3778,92.6267,30.38,96,34,3.51,scattered clouds
364,Ponta Delgada,PT,37.7333,-25.6667,61.52,67,40,16.11,scattered clouds
365,Drochia,MD,48.035,27.8161,57.74,54,55,2.26,broken clouds
366,Eyl,SO,7.9803,49.8164,83.25,80,62,6.87,broken clouds
367,Cap Malheureux,MU,-19.9842,57.6142,74.46,86,10,8.79,clear sky
368,Olafsvik,IS,64.8945,-23.7142,36.9,81,100,13.42,overcast clouds
369,Waingapu,ID,-9.6567,120.2641,75.33,71,19,5.08,few clouds
370,Sherbakul,RU,54.6316,72.3963,57.4,61,89,6.46,overcast clouds
371,Baruun-Urt,MN,46.6806,113.2792,30.27,47,23,10.69,few clouds
372,Coihaique,CL,-45.5752,-72.0662,45.21,76,0,0.0,clear sky
373,Ewa Beach,US,21.3156,-158.0072,80.55,59,40,12.66,scattered clouds
374,Daru,PG,-9.0763,143.2092,77.83,90,31,6.38,heavy intensity rain
375,Paracuru,BR,-3.41,-39.0306,75.11,88,87,7.0,overcast clouds
376,Laramie,US,41.3114,-105.5911,73.78,9,0,16.11,clear sky
377,Phan Thiet,VN,10.9333,108.1,77.99,90,63,2.24,broken clouds
378,Borogontsy,RU,62.6683,131.1683,31.12,87,68,2.21,broken clouds
379,Beringovskiy,RU,63.05,179.3167,35.35,87,61,5.7,broken clouds
380,Charcas,MX,23.1333,-101.1167,79.81,25,1,18.39,clear sky
381,Puerto Madryn,AR,-42.7692,-65.0385,56.25,63,100,19.24,overcast clouds
382,Orda,RU,57.1951,56.9091,39.78,90,0,7.29,clear sky
383,Mango,US,27.9797,-82.3065,87.26,50,0,11.5,clear sky
384,Jinchang,CN,38.4953,102.1739,51.4,53,89,8.97,overcast clouds
385,Wad Rawah,SD,15.1603,33.1397,96.21,12,0,10.63,clear sky
386,Coahuayana,MX,18.7333,-103.6833,92.7,42,100,8.37,overcast clouds
387,Talakan,RU,50.3167,130.3667,37.31,94,61,3.04,broken clouds
388,Paamiut,GL,61.994,-49.6678,36.55,92,100,20.22,light rain
389,Mombetsu,JP,44.3525,143.3525,51.42,68,100,4.92,overcast clouds
390,Tuatapere,NZ,-46.1333,167.6833,45.12,90,13,5.17,few clouds
391,Coquimbo,CL,-29.9533,-71.3436,58.73,82,75,8.05,broken clouds
392,Yanam,IN,16.7333,82.2167,80.24,87,100,9.53,overcast clouds
393,Pemangkat,ID,1.1667,108.9667,80.47,82,100,2.68,overcast clouds
394,Homer,US,59.6425,-151.5483,50.77,44,0,9.22,clear sky
395,Batagay-Alyta,RU,67.8006,130.4114,16.05,87,61,5.48,broken clouds
396,Oruro,BO,-17.9833,-67.15,55.78,13,2,9.53,clear sky
397,Nishihara,JP,26.1842,127.7558,75.25,97,100,3.44,light intensity drizzle
398,Lac Du Bonnet,CA,50.2536,-96.0612,67.84,35,100,4.56,overcast clouds
399,Half Moon Bay,US,37.4636,-122.4286,70.05,57,0,24.16,clear sky
400,Amboise,FR,47.4125,0.9827,66.74,63,0,9.22,clear sky
401,Maniitsoq,GL,65.4167,-52.9,33.78,60,100,8.08,overcast clouds
402,Faya,SA,18.3851,42.4509,68.52,55,62,2.89,broken clouds
403,Belo Horizonte,BR,-19.9208,-43.9378,76.55,56,100,2.98,overcast clouds
404,Sorland,NO,67.667,12.6934,44.46,93,100,8.48,overcast clouds
405,Chitipa,MW,-9.7024,33.2697,58.39,90,8,4.65,clear sky
406,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.68,82,10,6.58,clear sky
407,Bayshore Gardens,US,27.4253,-82.5904,87.24,41,0,20.71,clear sky
408,Kyra,RU,49.5776,111.9753,28.06,63,99,7.4,overcast clouds
409,Raiwind,PK,31.2544,74.2178,91.51,15,0,4.9,clear sky
410,Torbay,CA,47.6666,-52.7314,49.55,52,11,12.19,few clouds
411,Along,IN,28.1667,94.7667,69.48,96,97,0.78,overcast clouds
412,Panguipulli,CL,-39.6333,-72.3333,53.76,83,100,1.99,overcast clouds
413,Pangnirtung,CA,66.1451,-65.7125,28.38,77,17,2.64,few clouds
414,Nyurba,RU,63.2842,118.3319,33.67,99,66,4.5,broken clouds
415,Namatanai,PG,-3.6667,152.4333,79.72,82,100,6.82,overcast clouds
416,Bulaevo,KZ,54.9056,70.4439,50.27,77,100,5.95,overcast clouds
417,Penzance,GB,50.1186,-5.5371,52.48,83,0,18.7,clear sky
418,Trollhattan,SE,58.2333,12.4167,50.4,81,75,17.27,broken clouds
419,Shorewood,US,41.52,-88.2017,95.09,57,0,8.05,clear sky
420,Rio Grande,BR,-32.035,-52.0986,66.31,74,100,14.88,overcast clouds
421,Bahia Blanca,AR,-38.7196,-62.2724,61.05,39,78,5.79,broken clouds
422,Egyek,HU,47.6333,20.9,58.98,60,68,6.69,broken clouds
423,Quelimane,MZ,-17.8786,36.8883,68.88,85,0,3.74,clear sky
424,Sinjar,IQ,36.3209,41.8754,68.95,34,40,5.14,scattered clouds
425,Djambala,CG,-2.5447,14.7533,69.71,92,99,4.79,light rain
426,Tselinnoye,RU,53.0833,85.6667,44.51,38,97,9.69,overcast clouds
427,Yaan,NG,7.3833,8.5667,81.3,70,52,5.95,broken clouds
428,Okha,RU,53.5739,142.9478,31.96,93,100,12.57,overcast clouds
429,Port Lincoln,AU,-34.7333,135.8667,58.5,83,1,6.49,clear sky
430,Ati,TD,13.2154,18.3353,92.77,33,55,11.95,broken clouds
431,Sovetskiy,RU,61.3614,63.5842,52.25,61,100,4.25,overcast clouds
432,Mporokoso,ZM,-9.3727,30.125,63.79,62,44,4.5,scattered clouds
433,Atasu,KZ,48.6814,71.6433,53.74,57,31,4.41,scattered clouds
434,Chifeng,CN,42.2683,118.9636,41.41,31,0,2.44,clear sky
435,Leshukonskoye,RU,64.8989,45.7622,42.58,80,99,4.61,overcast clouds
436,Erenhot,CN,43.6475,111.9767,40.53,27,3,8.32,clear sky
437,Curvelo,BR,-18.7564,-44.4308,77.04,36,29,5.1,scattered clouds
438,Hami,CN,42.8,93.45,68.25,18,100,23.76,overcast clouds
439,Broome,US,42.2506,-75.833,79.56,14,0,4.61,clear sky
440,Petropavlovka,RU,50.6114,105.3196,33.76,50,69,7.31,broken clouds
441,Meulaboh,ID,4.1363,96.1285,77.95,83,100,3.78,overcast clouds
442,Tigao,PH,9.2089,126.1761,78.03,86,88,4.56,overcast clouds
443,Verkhnevilyuysk,RU,63.4453,120.3167,36.81,96,100,3.65,overcast clouds
444,Beyneu,KZ,45.3167,55.2,59.86,65,100,1.3,overcast clouds
445,Husavik,IS,66.0449,-17.3389,33.39,91,100,9.33,light snow
446,Inta,RU,66.0317,60.1659,39.96,82,8,6.4,clear sky
447,Kasongo,CD,-4.45,26.6667,70.88,90,86,2.91,light rain
448,Sao Felix Do Xingu,BR,-6.6447,-51.995,84.63,62,73,2.51,broken clouds
449,Udachnyy,RU,66.4167,112.4,37.45,80,100,13.42,overcast clouds
450,Karratha,AU,-20.7377,116.8463,72.72,45,100,4.88,overcast clouds
451,Atar,MR,20.5169,-13.0499,99.0,14,99,9.95,overcast clouds
452,Krutinka,RU,56.0055,71.5113,51.98,58,97,8.19,overcast clouds
453,Balkanabat,TM,39.5108,54.3671,73.44,36,5,4.41,clear sky
454,Dongli,CN,23.5656,116.8194,74.03,96,100,3.65,overcast clouds
455,Lawton,US,34.6087,-98.3903,89.51,52,20,14.97,few clouds
456,Okhotsk,RU,59.3833,143.3,29.53,94,78,6.06,broken clouds
457,Peniche,PT,39.3558,-9.3811,65.08,84,100,18.37,overcast clouds
458,Fukagawa,JP,43.7081,142.0392,52.68,85,100,3.18,overcast clouds
459,Florida,US,28.7505,-82.5001,87.91,33,0,11.5,clear sky
460,Margate,GB,51.3813,1.3862,55.87,87,31,1.01,scattered clouds
461,Mehamn,NO,71.0357,27.8492,37.31,99,100,24.94,light rain
462,Guarda,PT,40.5373,-7.2658,61.9,50,100,4.21,overcast clouds
463,Khani,GE,41.9563,42.9566,44.17,92,82,2.15,broken clouds
464,Kirando,TZ,-7.4167,30.6,74.84,68,49,4.83,scattered clouds
465,Prieta,HN,15.5833,-86.1833,87.13,59,50,7.09,scattered clouds
466,Ambulu,ID,-8.345,113.6058,76.35,93,100,3.09,overcast clouds
467,Tonj,SS,7.2737,28.6822,79.29,63,100,7.02,overcast clouds
468,Yenagoa,NG,4.9247,6.2642,77.61,92,100,4.43,overcast clouds
469,Naze,JP,28.3667,129.4833,68.68,93,100,8.55,light rain
470,Paita,PE,-5.0892,-81.1144,70.68,72,9,17.16,clear sky
471,Nicoya,CR,10.1483,-85.452,90.73,51,76,1.23,broken clouds
472,Uyemskiy,RU,64.4743,40.8524,51.85,46,0,6.71,clear sky
473,Penaflor,CL,-33.6167,-70.9167,73.2,34,100,4.99,overcast clouds
474,Geraldton,AU,-28.7667,114.6,63.01,94,100,8.05,overcast clouds
475,Corrales,US,35.2378,-106.6067,89.24,10,0,21.0,clear sky
476,El Sauzal,MX,31.9,-116.6833,61.41,63,30,16.89,scattered clouds
477,Woodward,US,36.4337,-99.3904,88.83,51,0,18.41,clear sky
478,Amuntai,ID,-2.4177,115.2494,75.78,98,67,2.33,broken clouds
479,Deputatskiy,RU,69.3,139.9,18.72,92,100,5.12,overcast clouds
480,Ketchikan,US,55.3422,-131.6461,40.28,96,100,4.9,light rain
481,Bacarra,PH,18.2529,120.6125,79.66,77,13,2.01,few clouds
482,Luderitz,NA,-26.6481,15.1594,58.23,68,0,11.1,clear sky
483,Sorong,ID,-0.8833,131.25,81.82,78,100,11.56,moderate rain
484,Babu,CN,24.4167,111.5167,68.05,99,100,5.35,moderate rain
485,Mabaruma,GY,8.2,-59.7833,84.27,63,34,8.12,scattered clouds
486,Bubaque,GW,11.2833,-15.8333,77.76,76,78,18.07,broken clouds
487,Luanda,AO,-8.8368,13.2343,77.0,88,20,9.22,few clouds
488,Vasai,IN,19.47,72.8,86.09,77,76,9.8,broken clouds
489,Castletown,IE,53.0281,-9.0686,52.29,77,15,11.12,few clouds
490,Juneau,US,58.3019,-134.4197,49.84,72,75,9.22,broken clouds
491,Karasjok,NO,69.4719,25.5112,35.92,100,100,4.07,overcast clouds
492,Port Blair,IN,11.6667,92.75,83.26,79,99,12.46,overcast clouds
493,Olinda,BR,-8.0089,-34.8553,82.13,69,40,6.91,scattered clouds
494,Rocha,UY,-34.4833,-54.3333,58.6,62,100,12.5,overcast clouds
495,Ulladulla,AU,-35.35,150.4667,59.9,96,100,4.23,light rain
496,Adrar,MR,20.5022,-10.0711,93.38,10,25,7.4,scattered clouds
497,Stege,DK,54.987,12.2846,52.09,89,100,8.97,light rain
498,Nouakchott,MR,18.0858,-15.9785,80.53,62,8,19.55,clear sky
499,Yarada,IN,17.65,83.2667,82.72,94,75,2.3,thunderstorm
500,Reconquista,AR,-29.15,-59.65,69.57,55,3,6.76,clear sky
501,San Cristobal,VE,7.7669,-72.225,78.98,66,89,4.0,overcast clouds
502,Touros,BR,-5.1989,-35.4608,77.11,89,100,10.63,heavy intensity rain
503,Lask,PL,51.5906,19.1328,69.44,64,30,11.61,scattered clouds
504,Kununurra,AU,-15.7667,128.7333,66.18,94,88,4.61,overcast clouds
505,Tibati,CM,6.4667,12.6333,68.43,93,100,5.73,moderate rain
506,Kushiro,JP,42.975,144.3747,46.65,99,99,4.92,overcast clouds
507,Sayyan,YE,15.1718,44.3244,67.46,26,0,7.29,clear sky
508,Kapoeta,SS,4.7717,33.5903,83.03,42,84,6.87,broken clouds
509,Nemuro,JP,43.3236,145.575,44.89,100,100,10.76,overcast clouds
510,Russell,US,32.3502,-85.1999,84.11,41,0,6.91,clear sky
511,Anshun,CN,26.25,105.9333,57.09,93,100,7.25,overcast clouds
512,Maragheh,IR,37.3917,46.2398,51.87,57,17,4.61,few clouds
513,Chicama,PE,-7.8447,-79.1469,64.94,63,14,9.73,few clouds
514,Ljig,RS,44.2301,20.2382,65.1,66,28,5.12,scattered clouds
515,Gulfport,US,30.3674,-89.0928,89.74,48,0,10.36,clear sky
516,Poum,NC,-20.2333,164.0167,76.35,71,100,25.59,overcast clouds
517,Simav,TR,39.0882,28.9777,50.14,78,3,5.19,clear sky
518,Hirado,JP,33.3597,129.5531,66.38,96,100,2.73,light rain
519,Nakuru,KE,-0.2833,36.0667,63.28,62,84,0.34,broken clouds
520,Shiyan,CN,32.6475,110.7781,54.7,94,82,1.7,broken clouds
521,Manakara,MG,-22.1333,48.0167,68.38,84,12,4.56,light rain
522,Aswan,EG,24.0934,32.907,87.06,16,3,13.91,clear sky
523,Mayumba,GA,-3.432,10.6554,77.63,88,100,4.38,overcast clouds
524,Oranjemund,NA,-28.55,16.4333,56.07,93,1,6.22,clear sky
525,Mitha Tiwana,PK,32.2486,72.1108,93.49,12,0,6.89,clear sky
526,Zuenoula,CI,7.4292,-6.0431,81.12,73,50,6.08,scattered clouds
527,Kamenskiy,RU,50.8855,45.488,41.85,97,100,12.01,overcast clouds
528,Makakilo City,US,21.3469,-158.0858,79.12,59,75,12.66,broken clouds
529,Three Hills,CA,51.7001,-113.2686,55.69,37,69,10.07,broken clouds
530,Buraydah,SA,26.326,43.975,84.36,13,0,10.47,clear sky
531,Atakpame,TG,7.5333,1.1333,79.59,71,100,4.99,overcast clouds
532,Novo Aripuana,BR,-5.1206,-60.3797,83.39,69,99,1.3,overcast clouds
533,Alpena,US,45.0617,-83.4327,75.52,60,20,10.36,few clouds
534,La Orilla,MX,17.9833,-102.2333,87.73,51,50,12.39,scattered clouds
535,Hualmay,PE,-11.0964,-77.6139,69.39,74,9,10.87,clear sky
536,Eston,CA,51.1501,-108.7514,59.92,29,0,7.29,clear sky
537,Chapais,CA,49.7834,-74.8492,75.31,22,55,13.69,broken clouds
538,Marsh Harbour,BS,26.5412,-77.0636,74.61,68,8,14.25,clear sky
539,Shelburne,CA,44.0787,-80.2041,81.12,29,7,3.6,clear sky
540,Barmer,IN,25.75,71.3833,88.79,27,0,12.5,clear sky
541,Arlit,NE,18.7369,7.3853,92.44,9,0,13.69,clear sky
542,Saint-Augustin,CA,51.226,-58.6502,56.32,34,85,28.36,overcast clouds
543,Hasaki,JP,35.7333,140.8333,59.4,88,95,6.71,overcast clouds
544,Laje,BR,-10.1833,-40.9667,81.7,41,95,2.26,overcast clouds
545,Adwa,ET,14.1646,38.8955,71.02,29,0,5.23,clear sky
546,Puerto Escondido,MX,15.85,-97.0667,88.63,66,40,4.61,scattered clouds
547,Rossosh,RU,51.1209,38.5116,49.1,78,100,13.06,overcast clouds
548,Tres Lagoas,BR,-20.7511,-51.6783,77.7,58,100,8.86,overcast clouds
549,Novobirilyussy,RU,56.9514,90.6661,39.52,54,0,5.3,clear sky
550,Yuncheng,CN,35.0231,110.9928,55.13,80,99,5.75,overcast clouds
551,Douglas,US,41.3,-96.167,94.06,43,0,25.32,clear sky
552,Saint-Felicien,CA,48.6501,-72.4491,65.5,57,100,8.55,overcast clouds
553,Qiongshan,CN,20.0058,110.3542,77.61,91,80,8.57,broken clouds
554,Terme,TR,41.2092,36.9739,49.93,89,99,4.45,overcast clouds
555,Lichuan,CN,30.3,108.85,54.93,97,100,2.3,overcast clouds
556,Chipinge,ZW,-20.1883,32.6236,58.24,92,0,3.02,clear sky
557,Talcahuano,CL,-36.7167,-73.1167,58.68,77,0,8.05,clear sky
558,Namwala,ZM,-15.7504,26.4384,64.87,55,0,4.92,clear sky
559,Merke,KZ,42.8728,73.1786,58.19,74,100,3.78,overcast clouds
560,Lagos,NG,6.5833,3.75,80.58,84,95,5.68,overcast clouds
561,Gusau,NG,12.1628,6.6614,80.98,61,100,12.12,moderate rain
562,Parambu,BR,-6.2111,-40.6944,82.49,48,100,6.35,overcast clouds
563,Moose Factory,CA,51.2585,-80.6094,77.4,21,66,7.54,broken clouds
564,Namibe,AO,-15.1961,12.1522,72.54,72,0,4.79,clear sky
565,Povenets,RU,62.8487,34.8262,44.38,81,91,7.99,overcast clouds
566,Opuwo,NA,-18.0607,13.84,66.34,26,0,6.89,clear sky
567,Pervomayskiy,RU,53.2485,40.2871,48.7,83,100,11.81,overcast clouds
568,College,US,64.8569,-147.8028,46.09,50,75,4.61,broken clouds
569,Rockland,US,41.1668,-74.0496,78.48,43,74,1.99,broken clouds
570,Lykhivka,UA,48.6874,33.9228,50.09,60,52,8.28,broken clouds
571,Preobrazheniye,RU,42.9019,133.9064,47.1,66,94,7.52,overcast clouds
572,Bam,IR,29.106,58.357,81.66,10,0,4.23,clear sky
573,Agadez,NE,19.75,10.25,89.82,15,0,12.06,clear sky
574,Kloulklubed,PW,7.0419,134.2556,78.51,91,100,13.91,moderate rain
575,Puerto Penasco,MX,31.3167,-113.5333,78.91,17,100,8.01,overcast clouds
576,Saint Anthony,US,45.0205,-93.218,78.82,68,75,11.5,broken clouds
577,Annau,TM,37.8876,58.516,72.48,56,82,8.14,broken clouds
578,Beaverlodge,CA,55.2166,-119.4361,54.07,42,100,9.08,overcast clouds
579,Hirara,JP,24.8,125.2833,78.22,82,11,17.6,few clouds
580,Asau,RO,46.4333,26.4,56.32,89,100,5.01,overcast clouds
581,Elk,PL,53.8282,22.3647,56.68,94,57,5.84,broken clouds
582,Abbeville,FR,50.1,1.8333,59.49,93,88,14.67,overcast clouds
583,Knysna,ZA,-34.0363,23.0471,56.35,82,0,4.36,clear sky
584,Sungai Padi,TH,6.0851,101.8766,75.24,93,99,2.24,overcast clouds
585,Zyryanka,RU,65.75,150.85,21.54,89,40,6.22,scattered clouds
586,Port Macquarie,AU,-31.4333,152.9167,62.89,84,100,12.5,light rain
587,Liverpool,GB,53.4106,-2.9779,55.81,69,20,8.05,few clouds
588,Canico,PT,32.6333,-16.85,71.01,84,20,2.3,few clouds
589,Beidao,CN,34.5686,105.8933,58.39,79,29,4.83,scattered clouds
590,Mount Isa,AU,-20.7333,139.5,64.17,82,100,14.97,overcast clouds
591,Bilma,NE,18.6853,12.9164,97.74,13,83,6.13,broken clouds
592,Covasint,RO,46.2,21.6,66.07,68,100,5.79,overcast clouds
593,Novoilinsk,RU,51.6829,108.7143,27.46,68,47,2.39,scattered clouds
594,Thinadhoo,MV,0.5333,72.9333,83.25,77,100,18.01,overcast clouds
595,Abu Kamal,SY,34.4506,40.9171,76.8,19,24,9.24,few clouds
596,Ajdabiya,LY,30.7554,20.2263,67.42,54,98,16.04,overcast clouds
597,Tazovskiy,RU,67.4667,78.7,28.62,98,100,6.6,overcast clouds
598,Ningxiang,CN,37.34,111.2052,49.37,91,100,4.47,light rain
599,Bako,ET,5.7833,36.5667,63.77,85,91,4.34,overcast clouds
600,Tura,IN,25.5198,90.2201,72.03,97,63,3.8,broken clouds
601,Curitibanos,BR,-27.2828,-50.5844,55.71,79,100,4.76,overcast clouds
602,Waipawa,NZ,-41.4122,175.5153,40.87,82,2,2.89,clear sky
603,Heihe,CN,50.2441,127.4902,30.78,90,76,3.29,broken clouds
604,Sabha,LY,27.0377,14.4283,73.78,35,0,19.84,clear sky
605,Haapiti,PF,-17.5667,-149.8667,83.93,75,0,17.29,light rain
606,Nanortalik,GL,60.1432,-45.2371,36.0,94,100,16.26,light rain
607,Egvekinot,RU,66.3167,-179.1667,29.23,96,100,3.33,overcast clouds
608,Gamba,GA,-2.65,10.0,77.7,88,100,3.74,overcast clouds
609,Ndele,CF,8.4109,20.6473,80.51,61,99,7.4,overcast clouds
610,Arcachon,FR,44.5875,-1.0519,62.92,77,100,6.91,overcast clouds
611,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,67,100,13.6,overcast clouds
612,Antalaha,MG,-14.9003,50.2788,73.06,91,9,4.99,light rain
613,Ventimiglia,IT,43.7935,7.6026,65.34,94,10,0.6,clear sky
614,Yalvac,TR,38.2956,31.1778,47.48,90,71,0.81,broken clouds
615,Dubbo,AU,-32.25,148.6167,59.13,94,100,13.8,moderate rain
616,Pochutla,MX,15.7432,-96.4661,94.82,44,100,9.55,overcast clouds
617,Koungheul,SN,13.9833,-14.8,98.28,11,5,4.36,clear sky
618,Prince George,CA,53.9166,-122.753,49.62,70,40,5.75,scattered clouds
619,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,82.24,83,1,1.16,clear sky
620,Nuuk,GL,64.1835,-51.7216,34.41,93,75,13.8,light snow
621,Kushalgarh,IN,23.199,74.4507,93.34,16,8,6.35,clear sky
622,Nakamura,JP,32.9833,132.9333,66.94,99,100,11.25,light rain
623,Formosa,AR,-26.1775,-58.1781,71.58,56,20,6.91,few clouds
624,Damara,CF,4.9608,18.7035,73.44,83,87,4.38,overcast clouds
625,Dargaville,NZ,-35.9333,173.8833,49.19,78,0,1.74,clear sky
626,Oyama,JP,36.3,139.8,67.59,84,100,2.33,overcast clouds
627,Carlisle,US,40.2015,-77.1889,78.82,34,1,3.0,clear sky
628,Kyabram,AU,-36.3167,145.05,56.88,88,100,6.85,light rain
629,Great Yarmouth,GB,52.6083,1.7305,53.42,92,2,10.98,clear sky
630,Yar-Sale,RU,66.8333,70.8333,23.61,99,50,5.61,scattered clouds
631,Chimbote,PE,-9.0853,-78.5783,68.18,77,12,10.65,few clouds
632,Dongzhen,CN,22.3797,110.9389,74.75,96,99,2.04,overcast clouds
633,Bol,TD,13.4586,14.7147,88.43,46,27,7.99,scattered clouds
634,Stephenville,US,32.2207,-98.2023,92.77,40,0,14.0,clear sky
635,Parsabad,IR,39.6482,47.9174,57.15,90,65,9.44,broken clouds
636,Yeppoon,AU,-23.1333,150.7333,71.38,89,100,10.67,light rain
637,Mitu,CO,1.1983,-70.1733,79.63,94,63,1.95,broken clouds
638,Gaziantep,TR,37.0594,37.3825,53.53,67,0,3.44,clear sky
639,Skibbereen,IE,51.55,-9.2667,53.11,78,70,12.55,broken clouds
640,Bajil,YE,15.0584,43.2851,88.14,49,0,2.89,clear sky
641,Anahuac,MX,27.2333,-100.15,97.7,29,83,21.0,broken clouds
642,Buribay,RU,51.9617,58.1592,43.79,58,12,5.91,few clouds
643,Montelibano,CO,7.9829,-75.4229,85.39,73,100,3.53,overcast clouds
644,Borovoy,RU,55.4333,86.0833,47.48,25,0,6.71,clear sky
645,Bracebridge,CA,45.0334,-79.3163,81.34,34,20,4.68,few clouds
646,Biak,ID,-0.9131,122.8766,77.25,88,98,1.28,overcast clouds
647,Obihiro,JP,42.9172,143.2044,50.7,81,100,1.72,overcast clouds
648,Hun,LY,29.1268,15.9477,66.88,55,17,15.43,light rain
649,Bereda,ES,43.2686,-7.5406,58.41,92,100,4.88,overcast clouds
650,Kaseda,JP,31.4167,130.3167,70.25,94,100,10.89,moderate rain
651,Punta Alta,AR,-38.8759,-62.0736,58.82,50,91,9.33,overcast clouds
652,Aloleng,PH,16.1307,119.7824,81.81,78,12,4.79,few clouds
653,Talaya,RU,61.3833,152.75,31.08,84,100,3.24,overcast clouds
654,Lubao,PH,14.9167,120.55,82.11,78,10,3.22,clear sky
655,Balangir,IN,20.7167,83.4833,79.72,76,82,2.21,broken clouds
656,Akyab,MM,20.15,92.9,79.66,85,98,3.49,overcast clouds
657,Sayansk,RU,54.1088,102.1648,34.5,53,1,4.25,clear sky
658,West Bay,KY,19.3667,-81.4167,86.07,73,75,11.5,broken clouds
659,Sechura,PE,-5.5569,-80.8222,77.14,58,18,14.56,few clouds
660,Pokhara,NP,28.2333,83.9833,70.34,79,77,4.7,broken clouds
661,Byron Bay,AU,-28.65,153.6167,66.7,74,100,14.45,light rain
662,Tatawin,TN,32.9297,10.4518,61.65,66,0,10.67,clear sky
663,Santa Cruz,BO,-17.8,-63.1667,77.05,57,75,13.8,broken clouds
664,La Palma,US,33.8464,-118.0467,75.78,37,0,13.8,clear sky
665,New Port Richey,US,28.2442,-82.7193,88.11,56,0,11.99,clear sky
666,Necochea,AR,-38.5473,-58.7368,55.06,58,4,7.25,clear sky
667,Svetlogorsk,BY,52.6333,29.7333,54.1,74,100,6.53,overcast clouds
668,Garbolovo,RU,60.3413,30.4955,46.98,88,86,6.46,overcast clouds
669,Deneysville,ZA,-26.8908,28.0971,55.54,46,5,4.21,clear sky
670,Makinsk,KZ,52.6292,70.4169,52.47,59,61,2.82,broken clouds
671,Marcala,HN,14.15,-88.0333,81.07,35,99,8.28,overcast clouds
672,Komsomolskiy,UZ,40.4272,71.7189,67.1,64,96,7.11,overcast clouds
673,Goderich,CA,43.7501,-81.7165,61.61,66,100,7.02,overcast clouds
674,Manado,ID,1.487,124.8455,77.77,94,40,2.3,scattered clouds
675,Ixchiguan,GT,15.2,-91.8833,64.18,41,100,3.94,overcast clouds
676,Orchard Homes,US,46.8633,-114.0484,61.92,30,0,9.22,clear sky
677,Smithers,CA,54.7804,-127.1743,44.92,57,100,8.05,light rain
678,Houthulst,BE,50.9637,2.8986,62.98,78,54,16.06,light rain
679,Cayenne,GF,4.9333,-52.3333,83.08,1,100,12.66,overcast clouds
680,Atambua,ID,-9.1061,124.8925,71.2,86,86,3.04,overcast clouds
681,Oum Hadjer,TD,13.2954,19.6966,96.69,17,92,1.36,overcast clouds
682,Nemsova,SK,48.967,18.1189,67.23,70,48,4.34,scattered clouds
683,Appleton,US,44.2619,-88.4154,75.87,73,94,8.01,overcast clouds
684,Hue,VN,16.4667,107.6,78.91,89,20,4.61,few clouds
685,Ixtapa,MX,20.7,-105.2,83.43,65,0,11.5,clear sky
686,Yermakovskoye,RU,53.2831,92.4003,37.31,59,11,5.3,few clouds
687,Plettenberg Bay,ZA,-34.0527,23.3716,57.0,78,0,4.63,clear sky
688,Pisco,PE,-13.7,-76.2167,68.02,82,5,8.05,clear sky
689,Akropong,GH,5.9746,-0.0854,74.79,87,88,7.85,overcast clouds
